Date,CL Brent Price,CL WTI Price,Federal Fund Rate,ACTUAL_RELEASE_gdp_growth,CPI_growth,PCE_growth,NG Price,Unemployment Rate,NFP,Stock,Per End,P/E,P/B,D/E,PEG,Reported,Total Assets,Total Liabilities,Total Shareholders' Equity,Book Value per Share,ST Debt & Curr. Portion LT Debt,Long-Term Debt,Total Equity,Revenue,Operating Expenses,Net Income,Net Operating Cash Flow,Net Investing Cash Flow
DEC '21,77.78,75.21,0.08,6.9,0.7,0.6,3.73,4.17,149763,VNOM,DEC '21,4434.285714285714,2.9948468180234973,0.34831478286728756,3055.0597228858096,0.007,3034.021,801.193,814.092,10.36447,1,776.727,2232.828,163.915,41.25300000000001,39.799,107.442,-274.448
DEC '21,77.78,75.21,0.08,6.9,0.7,0.6,3.73,4.17,149763,WFRD,DEC '21,-35.52631578947368,4.805082709710716,5.272177419354839,643.3143669985766,-0.912,4774,4278,472,6.74286,71,2544,496,965,1113,-161,88,-81
SEP '21,78.52,75.03,0.08,2.3,0.4,0.2,5.867,5.07,147706,APA,SEP '21,28.193877551020407,-9.538572010522465,15.45360824742268,51.616483516483505,0.98,13310,12825,-1095,-2.89666,302,7193,485,2059,1318,-113,771,-149
SEP '21,78.52,75.03,0.08,2.3,0.4,0.2,5.867,5.07,147706,BKR,SEP '21,150.82417582417582,1.6673419047057916,0.3970415590514205,537.9395604395604,0.182,35772,18736,14142,16.46333,56,6708,17036,5093,5303,8,416,-82
SEP '21,78.52,75.03,0.08,2.3,0.4,0.2,5.867,5.07,147706,CHRD,SEP '21,11.772475500639114,0.6080892374807455,0.9562657603232692,6.071135104575366,2.347,2999.512,1906.181,904.442,45.43741,1.914,1043.601,1093.331,368.977,243.367,41.755,294.383,-135.781
SEP '21,78.52,75.03,0.08,2.3,0.4,0.2,5.867,5.07,147706,CHX,SEP '21,181.75675675675674,3.1448305532563605,0.5120770999537316,501.2968613775067,0.148,3503.002,1791.25,1726.997,8.55372,60.806,815.743,1711.752,818.785,888.521,56.828,88.662,35.038
SEP '21,78.52,75.03,0.08,2.3,0.4,0.2,5.867,5.07,147706,EXE,SEP '21,10.380372765310003,0.882898365424807,0.41803818301514156,18.128723458174004,2.629,7326,4288,3038,30.90956,11,1259,3038,1634,1255,-345,443,-175
SEP '21,78.52,75.03,0.08,2.3,0.4,0.2,5.867,5.07,147706,FANG,SEP '21,9.295244611700308,0.427770811829335,0.5590887135726936,44.822664863328605,2.923,22639,10217,11483,63.51532,20,6925,12422,1910,783,649,1190,-416
SEP '21,78.52,75.03,0.08,2.3,0.4,0.2,5.867,5.07,147706,GPRE,SEP '21,-25.57607739665787,1.6043553724388517,0.6989839104237763,12.80931663293514,-1.137,2113.204,995.586,971.429,18.12566,213.713,567.484,1117.618,745.844,808.6510000000001,-59.622,2.34,-53.417
SEP '21,78.52,75.03,0.08,2.3,0.4,0.2,5.867,5.07,147706,PTEN,SEP '21,-62.11009174311926,2.966689380610472,0.5353615604600019,289.8470948012232,-0.436,3017.463,1291.818,1725.645,9.12802,5.942,917.902,1725.645,357.885,470.507,-82.998,7.401,-28.973
SEP '21,78.52,75.03,0.08,2.3,0.4,0.2,5.867,5.07,147706,VNOM,SEP '21,79.6774193548387,2.9801306343608953,0.3047020240829334,363.931996512642,0.341,2482.468,626.714,581.948,9.11705,1,564.452,1855.754,127.649,37.461,16.77,69.992,-5.909
SEP '21,78.52,75.03,0.08,2.3,0.4,0.2,5.867,5.07,147706,WFRD,SEP '21,-27.17,3.062640408592527,4.3894899536321486,65.09479166666668,-1.0,5148,4501,621,8.87143,274,2566,647,945,1057,-95,114,0
JUN '21,75.13,73.47,0.08,6.7,0.8,0.46,3.65,5.93,145822,APA,JUN '21,25.393419170243206,-6.9603748799090255,12.607503607503608,37.890703997483314,0.699,13512,12819,-964,-2.55015,317,8420,693,1756,1211,316,969,-126
JUN '21,75.13,73.47,0.08,6.7,0.8,0.46,3.65,5.93,145822,BKR,JUN '21,119.61038961038962,1.0980390286706219,0.3892528735632184,280.3368506493506,0.154,36669,19269,13890,16.77536,51,6722,17400,5142,5439,-68,506,44
JUN '21,75.13,73.47,0.08,6.7,0.8,0.46,3.65,5.93,145822,CHRD,JUN '21,7.967755621552821,0.4470974022402961,1.025882461172883,-20.86464283563724,2.357,2936.716,1914.943,836.067,42.00427,2.193,1046.026,1021.773,364.012,282.93800000000005,41.798,159.95,88.618
JUN '21,75.13,73.47,0.08,6.7,0.8,0.46,3.65,5.93,145822,CHX,JUN '21,148.75,2.293694027962829,0.5898230032484265,194.98310810810807,0.128,3486.01,1827.053,1674.315,8.30102,62.321,916.17,1658.957,749.172,865.703,7.25,60.924,-18.531
JUN '21,75.13,73.47,0.08,6.7,0.8,0.46,3.65,5.93,145822,EXE,JUN '21,21.60997732426304,0.5470272684196221,0.3747436273073542,44.24435537947308,0.882,6999,3586,3413,34.84287,18,1261,3413,1431,1139,-439,394,-147
JUN '21,75.13,73.47,0.08,6.7,0.8,0.46,3.65,5.93,145822,FANG,JUN '21,7.7293868921775895,0.30290858523794567,0.6190075693860387,27.360772787431898,2.365,22335,10445,10926,60.34824,0,7360,11890,1681,754,311,972,-329
JUN '21,75.13,73.47,0.08,6.7,0.8,0.46,3.65,5.93,145822,GPRE,JUN '21,47.97900262467192,1.0194566764373894,0.7794554480069237,139.57528036268195,0.381,1992.954,987.724,864.071,17.93112,193.07,590.462,1005.23,759.211,737.5810000000001,9.743,6.769,-32.375
JUN '21,75.13,73.47,0.08,6.7,0.8,0.46,3.65,5.93,145822,PTEN,JUN '21,-33.95017793594305,1.994891488567536,0.51190534801631,231.47848592688436,-0.562,3073.306,1265.589,1807.717,9.56443,6.334,919.046,1807.717,291.774,426.628,-103.309,35.575,-25.736
JUN '21,75.13,73.47,0.08,6.7,0.8,0.46,3.65,5.93,145822,VNOM,JUN '21,90.04926108374384,1.9805155407630837,0.2897529103605696,124.29334628460417,0.203,2450.162,603.14,595.758,9.22992,1,534.18,1847.022,113.458,36.454,4.607,75.021,-0.745
JUN '21,75.13,73.47,0.08,6.7,0.8,0.46,3.65,5.93,145822,WFRD,JUN '21,-15.800829875518671,1.835812419309584,3.731225296442688,61.22821576763483,-1.205,5160,4401,726,10.37143,78,2754,759,903,1074,-78,46,1
MAR '21,63.54,59.16,0.07,6.4,0.5,0.4,2.608,6.23,144274,APA,MAR '21,22.793478260869563,-6.300551636280601,25.642441860465116,-113.64860139860134,0.92,13127,12783,-1258,-3.32828,108,8713,344,1871,1401,388,671,-267
MAR '21,63.54,59.16,0.07,6.4,0.5,0.4,2.608,6.23,144274,BKR,MAR '21,126.02941176470588,1.0160830413724828,0.43732782369146006,346.5808823529413,0.136,36836,19412,13043,16.8687,887,6733,17424,4782,5115,-452,678,-174
MAR '21,63.54,59.16,0.07,6.4,0.5,0.4,2.608,6.23,144274,CHRD,MAR '21,7.394289844597037,0.4753878732875233,0.7051069487309292,22.491995363414745,2.767,2297.178,1335.175,864.777,43.03854,2.143,676.172,962.003,325.361,246.40600000000003,-82.788,190.413,-41.868
MAR '21,63.54,59.16,0.07,6.4,0.5,0.4,2.608,6.23,144274,CHX,MAR '21,211.23711340206182,2.5039930684974694,0.6417980168264067,234.19766920663372,0.097,3475.789,1846.683,1644.769,8.18293,63.225,982.332,1629.106,684.888,803.73,5.772,90.214,-24.667
MAR '21,63.54,59.16,0.07,6.4,0.5,0.4,2.608,6.23,144274,EXE,MAR '21,0.640506560321471,0.5307819472583372,0.3321308940994589,-2.6164910848506353,32.849,6904,3023,3881,39.63963,27,1262,3881,1467,1113,5678,388,-139
MAR '21,63.54,59.16,0.07,6.4,0.5,0.4,2.608,6.23,144274,FANG,MAR '21,8.942307692307693,0.3469439595632237,0.6570545829042225,46.52038132807363,2.288,21996,10344,10673,58.97206,191,7465,11652,1184,559,220,624,-587
MAR '21,63.54,59.16,0.07,6.4,0.5,0.4,2.608,6.23,144274,GPRE,MAR '21,-42.27272727272727,1.159681841343508,0.9133172338948583,82.39599383667179,-0.484,1944.626,1024.097,787.568,17.64277,251.173,589.562,920.529,609.622,575.1270000000001,-6.545,-36.981,42.322
MAR '21,63.54,59.16,0.07,6.4,0.5,0.4,2.608,6.23,144274,PTEN,MAR '21,-36.027874564459935,2.0309613577192733,0.4843259876599382,533.7814047313416,-0.574,3171.842,1259.696,1912.146,10.18237,6.916,919.186,1912.146,240.929,381.373,-106.413,8.622,-15.915
MAR '21,63.54,59.16,0.07,6.4,0.5,0.4,2.608,6.23,144274,VNOM,MAR '21,79.61089494163424,2.17072094247059,0.28643249490010475,-7881.478599221826,0.257,2441.804,591.766,612.178,9.42544,1,528.911,1850.038,96.512,35.977000000000004,-3.044,54.659,-0.074
MAR '21,63.54,59.16,0.07,6.4,0.5,0.4,2.608,6.23,144274,WFRD,MAR '21,-12.632530120481928,1.865183769966005,3.4579780755176612,,-1.66,5295,4474,787,11.24286,78,2761,821,832,1033,-116,74,-3
DEC '20,51.8,48.52,0.09,4.3,0.4,0.31,2.539,6.73,142518,APA,DEC '20,-1300.625,-4.792810553856358,-244.13513513513513,181.99336550060315,-0.016,12746,12783,-1639,-4.34192,118,8915,-37,1219,1144,10,498,-190
DEC '20,51.8,48.52,0.09,4.3,0.4,0.31,2.539,6.73,142518,BKR,DEC '20,37.990867579908674,0.9344109757350766,0.46277820414428245,-105.39401973781116,0.438,38007,19765,12893,17.80801,1107,7335,18242,5495,5608,653,377,-67
DEC '20,51.8,48.52,0.09,4.3,0.4,0.31,2.539,6.73,142518,CHRD,DEC '20,3.6289926289926284,0.32400945133595216,0.2629018927877765,-11.322626186262548,4.07,2226.579,1213.84,915.942,45.58509,3.267,262.984,1012.739,127.241,290.566,526.541,136.026,-49.919
DEC '20,51.8,48.52,0.09,4.3,0.4,0.31,2.539,6.73,142518,CHX,DEC '20,282.1428571428571,2.4341755786251036,0.6560408043036757,-1880.9523809523805,0.07,3475.776,1863.201,1625.971,8.11363,64.41,993.505,1612.575,706.122,794.7030000000001,7.357,124.964,-12.584
DEC '20,51.8,48.52,0.09,4.3,0.4,0.31,2.539,6.73,142518,EXE,DEC '20,1.854279471834331,-0.027383286911039962,-0.3673469387755102,-0.9313662328484082,10.527,6584,11925,-5341,-712.84357,1962,0,-5341,1196,1083,-416,9,-34
DEC '20,51.8,48.52,0.09,4.3,0.4,0.31,2.539,6.73,142518,FANG,DEC '20,18.188751191611058,0.3429977935246762,0.6048551611587107,15.057154389852196,1.049,17619,7815,8794,55.62718,306,5624,9804,769,517,-739,376,-219
DEC '20,51.8,48.52,0.09,4.3,0.4,0.31,2.539,6.73,142518,GPRE,DEC '20,-79.76851851851852,0.9497937795397994,0.7604446710546646,-444.42460317460313,-0.216,1698.275,921.611,646.852,18.14078,253.762,336.848,776.664,501.544,538.354,-49.63,22.447,78.022
DEC '20,51.8,48.52,0.09,4.3,0.4,0.31,2.539,6.73,142518,PTEN,DEC '20,-27.8974358974359,1.5188360801744427,0.46015419191601037,289.66837606837595,-0.585,3708.893,1692.834,2016.059,10.74507,7.096,920.602,2016.059,220.801,365.66999999999996,-106.527,-4.866,-7.604
DEC '20,51.8,48.52,0.09,4.3,0.4,0.31,2.539,6.73,142518,VNOM,DEC '20,33.01038062283737,1.979355775714508,0.2991369993975816,-6.223268478075896,0.578,2461.375,600.542,634.446,9.6395,1,555.644,1860.833,75.124,37.845000000000006,-27.637,53.35,40.865
DEC '20,51.8,48.52,0.09,4.3,0.4,0.31,2.539,6.73,142518,WFRD,DEC '20,-12.493315508021391,1.44244794761807,3.054429028815368,,-1.496,5434,4497,907,12.95714,84,2778,937,842,1046,-200,22,14
SEP '20,40.95,40.22,0.09,33.4,0.2,0.15,2.527,8.8,141820,APA,SEP '20,-64.21428571428571,-2.067864602022321,-244.43243243243242,95.25119047619047,-0.14,12875,12912,-1641,-4.34748,294,8750,-37,1120,984,-4,304,-359
SEP '20,40.95,40.22,0.09,33.4,0.2,0.15,2.527,8.8,141820,BKR,SEP '20,34.60076045627376,0.5382058110850289,0.445764971882428,9.81215595028659,0.263,37339,20090,11582,16.90803,935,6754,17249,5049,5494,-170,219,-114
SEP '20,40.95,40.22,0.09,33.4,0.2,0.15,2.527,8.8,141820,CHRD,SEP '20,41.91588785046729,-3.5539531290239506,-1.3337266571704818,,0.214,2506.777,3144.928,-810.015,-2.52395,362.646,488.473,-638.151,271.059,256.914,-55.699,95.01,60.069
SEP '20,40.95,40.22,0.09,33.4,0.2,0.15,2.527,8.8,141820,CHX,SEP '20,338.69565217391306,0.9730506198669705,0.7158172092366358,-172.1240199572345,0.023,3453.732,1867.7,1599.549,8.00575,65.358,1069.951,1586.032,633.526,738.5350000000001,-7.914,111.399,-4.618
SEP '20,40.95,40.22,0.09,33.4,0.2,0.15,2.527,8.8,141820,EXE,SEP '20,-0.8319112627986348,-0.01451204045391281,-0.3921528766009352,,-11.72,6903,11822,-4940,-671.8559,1929,0,-4919,1120,1106,-745,382,-102
SEP '20,40.95,40.22,0.09,33.4,0.2,0.15,2.527,8.8,141820,FANG,SEP '20,14.178628389154706,0.14691009564855273,0.5480363670447089,10.98387306541813,0.627,18760,8091,9552,60.5132,191,5656,10669,720,544,-1113,569,-347
SEP '20,40.95,40.22,0.09,33.4,0.2,0.15,2.527,8.8,141820,GPRE,SEP '20,-8.594646271510516,0.46749067748707385,0.7293477111087605,-22.73163453119135,-1.046,1537.42,733.865,685.626,19.23033,195.655,390.416,803.555,445.19,463.26900000000006,-34.486,10.511,-21.495
SEP '20,40.95,40.22,0.09,33.4,0.2,0.15,2.527,8.8,141820,PTEN,SEP '20,-15.733333333333333,0.8349711386565102,0.4697071990783006,-1944.639999999983,-0.6,3491.225,1371.662,2119.563,11.30578,7.47,988.104,2119.563,207.141,344.12800000000004,-112.111,63.952,-3.036
SEP '20,40.95,40.22,0.09,33.4,0.2,0.15,2.527,8.8,141820,VNOM,SEP '20,115.45454545454547,0.8300653594771241,0.3066235771658413,-175.80578512396696,0.077,2600.7,647.556,726.68,10.71,1,597.88,1953.144,62.584,33.451,-0.766,27.343,8.124
SEP '20,40.95,40.22,0.09,33.4,0.2,0.15,2.527,8.8,141820,WFRD,SEP '20,-4.76788640087384,0.5621895641388743,2.5547640249332146,-1.7145601343043857,-1.831,5664,4541,1087,15.52857,84,2785,1123,807,1012,-174,127,-3
JUN '20,41.15,39.27,0.08,-31.4,0.5,0.15,1.751,13,137655,APA,JUN '20,-18.905817174515235,-3.151260504201681,-203.1818181818182,29.260387811634345,-0.722,12999,13043,-1635,-4.3316,417,8523,-44,752,1087,-386,84,-408
JUN '20,41.15,39.27,0.08,-31.4,0.5,0.15,1.751,13,137655,BKR,JUN '20,-81.06145251396649,0.844504146276732,0.43837176202675776,11.053834433722702,-0.179,37523,19958,11254,17.18168,934,6766,17565,4736,5245,-195,230,-119
JUN '20,41.15,39.27,0.08,-31.4,0.5,0.15,1.751,13,137655,CHRD,JUN '20,141.2173913043478,-6.866836646243747,-4.7163334808132085,,0.115,2625.626,3215.537,-759.124,-2.36499,3.435,2778.782,-589.911,166.352,211.65299999999996,-92.943,-47.88,18.334
JUN '20,41.15,39.27,0.08,-31.4,0.5,0.15,1.751,13,137655,CHX,JUN '20,-36.90909090909091,2.0296219829056836,0.7723243022196193,44.51162790697674,-0.44,3520.833,1936.237,1598.698,8.00149,66.427,1157.395,1584.596,298.914,512.449,-109.645,45.739,46.078
JUN '20,41.15,39.27,0.08,-31.4,0.5,0.15,1.751,13,137655,EXE,JUN '20,0.725846002942619,-0.02726398781574394,-0.46060171919770776,,22.429,6553,10741,-4209,-597.12468,1929,0,-4188,680,1140,-276,376,-345
JUN '20,41.15,39.27,0.08,-31.4,0.5,0.15,1.751,13,137655,FANG,JUN '20,55.15789473684211,0.23156567118470145,0.502915082382763,4.280911233307148,0.285,20337,8502,10714,67.88571,0,5952,11835,425,577,-2393,324,-612
JUN '20,41.15,39.27,0.08,-31.4,0.5,0.15,1.751,13,137655,GPRE,JUN '20,-39.3984962406015,0.7555767040129199,0.6565492785236857,66.00893642220109,-0.399,1571.075,713.805,741.779,20.8053,182.756,380.084,857.27,403.616,437.23400000000004,-8.214,48.16,-28.089
JUN '20,41.15,39.27,0.08,-31.4,0.5,0.15,1.751,13,137655,PTEN,JUN '20,-25.46902654867257,1.2088617378038535,0.44843515085875235,-159.70577824049994,-0.565,3624.805,1395.932,2228.873,11.90376,8.809,990.696,2228.873,250.38,395.75800000000004,-150.332,145.897,-46.688
JUN '20,41.15,39.27,0.08,-31.4,0.5,0.15,1.751,13,137655,VNOM,JUN '20,80.61538461538461,1.4622412474815407,0.32527008964787263,-209.21611721611725,0.195,2624.273,682.788,729.229,10.75062,1,630.507,1941.485,32.444,29.258,-21.756,19.752,-0.646
JUN '20,41.15,39.27,0.08,-31.4,0.5,0.15,1.751,13,137655,WFRD,JUN '20,-5.458823529411764,0.8972375690607733,1.8758620689655172,100.33837535013988,-2.975,5409,4104,1267,18.1,105,2343,1305,821,1078,-581,31,-39
MAR '20,22.74,20.48,0.65,-5,-0.4,-0.08,1.64,3.83,150898,APA,MAR '20,29.769230769230766,-3.5167644555376163,26.127536231884058,13.508003557136504,0.39,13391,13046,-1246,-3.30133,678,8336,345,1344,1278,-4480,502,-509
MAR '20,22.74,20.48,0.65,-5,-0.4,-0.08,1.64,3.83,150898,BKR,MAR '20,1.0513392857142856,0.5371123539832697,0.3611342785654712,-0.9934673984272607,8.96,37229,19244,11470,17.53823,210,6285,17985,5425,6075,-10227,478,-318
MAR '20,22.74,20.48,0.65,-5,-0.4,-0.08,1.64,3.83,150898,CHRD,MAR '20,-10.642857142857142,-5.760151542241917,-5.608090998693837,,-1.12,2869.835,3369.007,-670.739,-2.06939,4.301,2795.101,-499.172,387.798,469.04799999999994,-4310.861,107.775,-130.768
MAR '20,22.74,20.48,0.65,-5,-0.4,-0.08,1.64,3.83,150898,CHX,MAR '20,55.851063829787236,2.093155381901183,1.4382784340316195,-8.70237506185057,0.188,1245.242,852.948,388.767,5.01635,4.696,559.532,392.294,261.434,331.88800000000003,-633.728,27.938,-6.746
MAR '20,22.74,20.48,0.65,-5,-0.4,-0.08,1.64,3.83,150898,EXE,MAR '20,-44.72118959107806,-0.0211081042346612,-2.442150866462793,,-0.269,7808,11732,-3945,-569.92328,420,9163,-3924,1618,2222,-8297,397,-511
MAR '20,22.74,20.48,0.65,-5,-0.4,-0.08,1.64,3.83,150898,FANG,MAR '20,8.334485141672426,0.14839069917612402,0.3965493154512434,-8.504576675175946,1.447,23386,9070,12826,81.27194,0,5677,14316,899,714,-272,849,-923
MAR '20,22.74,20.48,0.65,-5,-0.4,-0.08,1.64,3.83,150898,GPRE,MAR '20,-20.133555926544243,0.5588088382614466,0.6834776383965094,67.56226820988,-0.599,1638.098,758.018,766.02,21.58162,313.922,287.593,880.08,578.644,679.6840000000001,-16.445,17.777,-39.89
MAR '20,22.74,20.48,0.65,-5,-0.4,-0.08,1.64,3.83,150898,PTEN,MAR '20,-23.127753303964756,0.8225481601947794,0.42110889392671297,-143.4545779259436,-0.454,3870.284,1491.391,2378.893,12.76521,9.493,992.28,2378.893,445.927,577.122,-434.722,73.291,-67.648
MAR '20,22.74,20.48,0.65,-5,-0.4,-0.08,1.64,3.83,150898,VNOM,MAR '20,36.65653495440729,1.079909738887496,0.3341629119566348,3.702680298424979,0.329,2679.481,689.314,757.513,11.1676,1,664.04,1990.167,76.829,36.120999999999995,-142.189,96.111,-64.626
MAR '20,22.74,20.48,0.65,-5,-0.4,-0.08,1.64,3.83,150898,WFRD,MAR '20,-7.006406523005241,0.4629467503485569,1.3150831991411702,-86.25128030044367,-1.717,6165,4302,1819,25.98571,105,2345,1863,1215,1442,-966,30,-47
DEC '19,66,61.06,1.55,2.1,0.3,0.22,2.189,3.6,151792,APA,DEC '19,37.87596899224806,2.8224925971668786,1.7792828685258963,8.5812742248062,0.645,18107,13087,3255,8.65547,180,8752,5020,1625,1918,-2976,778,-52
DEC '19,66,61.06,1.55,2.1,0.3,0.22,2.189,3.6,151792,BKR,DEC '19,87.45042492917848,0.9150212882503798,0.2163540972202093,-130.34277620396603,0.353,53369,18870,21929,33.73692,522,6942,34499,6347,6533,48,1357,-386
DEC '19,66,61.06,1.55,2.1,0.3,0.22,2.189,3.6,151792,CHRD,DEC '19,-728.5714285714286,2.252773561802855,0.7146163972040204,,-0.035,7701.748,3864.667,3636.138,11.31938,8.595,2733.446,3837.081,483.864,474.66600000000005,-76.406,252.959,-157.94
DEC '19,66,61.06,1.55,2.1,0.3,0.22,2.189,3.6,151792,CHX,DEC '19,254.76190476190476,2.006974517800926,0.5710258691737422,-491.8320105820106,0.105,1942.374,906.16,1032.96,13.32852,12.465,579.24,1036.214,247.748,305.608,-1.823,32.509,-6.547
DEC '19,66,61.06,1.55,2.1,0.3,0.22,2.189,3.6,151792,EXE,DEC '19,-111.04545454545455,0.08712354950256306,2.1588275391956375,,-0.22,16193,11792,4364,280.40639,403,9098,4401,2052,2115,-324,441,-545
DEC '19,66,61.06,1.55,2.1,0.3,0.22,2.189,3.6,151792,FANG,DEC '19,14.61018711018711,0.33735041551346273,0.361331007647927,-52.5966735966736,1.924,23531,8625,13249,83.32582,8,5378,14906,1104,733,-487,887,-1144
DEC '19,66,61.06,1.55,2.1,0.3,0.22,2.189,3.6,151792,GPRE,DEC '19,-23.058532563891177,1.340346391128124,0.7157136484353152,-24.780746614306288,-1.213,1827.017,961.731,751.905,20.86774,336.993,282.304,865.286,712.945,752.1859999999999,-39.749,-9.168,-2.424
DEC '19,66,61.06,1.55,2.1,0.3,0.22,2.189,3.6,151792,PTEN,DEC '19,-74.2051282051282,1.9612786398187003,0.35400618290384733,-620.9000523286232,-0.39,4439.615,1605.995,2833.62,14.75568,9.935,993.184,2833.62,492.297,613.0989999999999,-85.923,112.362,-50.897
DEC '19,66,61.06,1.55,2.1,0.3,0.22,2.189,3.6,151792,VNOM,DEC '19,1126.8,2.053313254548887,0.268952421044925,-1048.55,0.025,2785.626,600.206,930.246,13.71929,1,586.774,2185.42,91.861,37.565999999999995,2.291,72.463,-203.376
DEC '19,66,61.06,1.55,2.1,0.3,0.22,2.189,3.6,151792,WFRD,DEC '19,-84.0,0.1327083241174775,0.8422496570644719,-82.60000000000001,-0.065,7293,4377,2880,41.14286,92,2364,2916,1246,1449,5253,-7,-75
SEP '19,60.78,54.07,2.04,2.1,0.2,0.07,2.33,3.6,151358,APA,SEP '19,-55.916230366492144,1.274691934530008,1.0363982395622695,81.05686107390721,-0.382,21405,12998,6301,16.75699,168,8545,8407,1438,1406,-170,635,-1562
SEP '19,60.78,54.07,2.04,2.1,0.2,0.07,2.33,3.6,151358,BKR,SEP '19,112.42105263157895,0.6336917528697099,0.22714600998954582,350.57617728531847,0.19,52549,18113,21876,33.70724,882,6940,34436,5882,6119,57,360,-96
SEP '19,60.78,54.07,2.04,2.1,0.2,0.07,2.33,3.6,151358,CHRD,SEP '19,-146.99386503067484,2.0779292862278216,0.725371256629743,,-0.163,7666.977,3767.316,3705.326,11.53071,10.748,2817.954,3899.661,482.743,486.41,20.288,250.962,-143.163
SEP '19,60.78,54.07,2.04,2.1,0.2,0.07,2.33,3.6,151358,CHX,SEP '19,98.08333333333333,1.7562079039800416,0.5926084126987173,-172.17889492753625,0.24,1972.253,930.447,1038.801,13.40388,12.045,605.338,1041.806,276.839,318.75,11.394,64.089,-20.922
SEP '19,60.78,54.07,2.04,2.1,0.2,0.07,2.33,3.6,151358,EXE,SEP '19,-185.73643410852713,0.07616103621730638,1.982259767687434,,-0.129,16579,11844,4696,314.59656,226,9160,4735,1920,2083,-61,329,-563
SEP '19,60.78,54.07,2.04,2.1,0.2,0.07,2.33,3.6,151358,FANG,SEP '19,16.321525885558582,0.27480209317534277,0.3073794305636258,313.7767504515815,1.468,23553,8064,14050,87.19002,0,4761,15489,975,644,368,809,-972
SEP '19,60.78,54.07,2.04,2.1,0.2,0.07,2.33,3.6,151358,GPRE,SEP '19,-20.834782608695654,1.1034721608158693,0.650360412240116,38.13032329988852,-1.15,1692.071,785.609,792.954,21.71328,299.096,290.431,906.462,617.811,698.7220000000001,-42.363,31.845,53.38
SEP '19,60.78,54.07,2.04,2.1,0.2,0.07,2.33,3.6,151358,PTEN,SEP '19,-73.0503144654088,1.5353713741474657,0.33951503676877837,-206.86210544877449,-0.318,4609.093,1666.107,2942.986,15.12989,8.884,990.304,2942.986,598.452,922.8249999999999,-261.719,218.542,-67.11
SEP '19,60.78,54.07,2.04,2.1,0.2,0.07,2.33,3.6,151358,VNOM,SEP '19,91.11570247933885,1.7806253426997187,0.2578407454957954,587.1900826446282,0.242,2006.938,414.87,775.805,12.38329,1,409.5,1592.068,71.08,27.038,7.946,62.508,-188.75
SEP '19,60.78,54.07,2.04,2.1,0.2,0.07,2.33,3.6,151358,WFRD,SEP '19,-185.7391304347826,-0.002825745098480213,-0.39241960183767227,,-0.115,6324,11548,-5262,-7559.06823,1796,254,-5224,1314,1506,-821,-201,-13
JUN '19,66.55,58.47,2.38,2,0,0.18,2.308,3.63,150844,APA,JUN '19,60.14778325123153,1.4014419586672184,1.0003458213256484,-15.865753849734302,0.406,21806,13131,6551,17.42491,347,8331,8675,1616,1407,-360,856,-283
JUN '19,66.55,58.47,2.38,2,0,0.18,2.308,3.63,150844,BKR,JUN '19,120.29556650246306,0.7246791840504107,0.22940686006727812,461.54217351965445,0.203,52876,18095,17388,33.69767,1082,6897,34781,5994,6318,-9,593,-307
JUN '19,66.55,58.47,2.38,2,0,0.18,2.308,3.63,150844,CHRD,JUN '19,498.26086956521743,2.0066011223658986,0.7580216828942665,,0.046,7710.288,3843.83,3676.772,11.4223,11.067,2919.792,3866.458,529.405,488.459,42.757,214.006,-303.651
JUN '19,66.55,58.47,2.38,2,0,0.18,2.308,3.63,150844,CHX,JUN '19,74.0,1.8672146038929052,0.6244498355685606,-2729.7777777777774,0.335,1975.438,943.701,1028.926,13.27646,12.871,631.397,1031.737,306.17,329.783,22.937,39.391,-15.164
JUN '19,66.55,58.47,2.38,2,0,0.18,2.308,3.63,150844,EXE,JUN '19,-352.61538461538464,0.07407519446677689,2.299763593380615,,-0.065,16540,12310,4191,309.41532,12,9716,4230,2111,2190,98,397,-516
JUN '19,66.55,58.47,2.38,2,0,0.18,2.308,3.63,150844,FANG,JUN '19,13.546099290780143,0.2683315397734776,0.28944983818770226,-477.09361702127813,1.692,23171,7721,14004,85.41672,0,4472,15450,1021,631,349,666,-835
JUN '19,66.55,58.47,2.38,2,0,0.18,2.308,3.63,150844,GPRE,JUN '19,-19.703389830508474,1.0098943585346498,0.9616267869459689,-51.956709489366304,-1.18,2140.727,1146.153,879.129,23.02221,541.421,414.988,994.574,642.219,707.084,-47.281,-11.426,-12.658
JUN '19,66.55,58.47,2.38,2,0,0.18,2.308,3.63,150844,PTEN,JUN '19,-118.52941176470588,1.492859832933056,0.351089326180463,-263.53879849812256,-0.204,5191.783,1913.472,3278.311,16.1971,8.977,1142.003,3278.311,675.765,753.6780000000001,-49.447,181.467,-87.457
JUN '19,66.55,58.47,2.38,2,0,0.18,2.308,3.63,150844,VNOM,JUN '19,634.2105263157895,1.8940346553328473,0.13310133593842052,1301.8005540166205,0.038,1820.433,216.392,796.893,12.72416,1,212.5,1604.041,70.442,24.346999999999998,2.265,55.269,-56.523
JUN '19,66.55,58.47,2.38,2,0,0.18,2.308,3.63,150844,WFRD,JUN '19,-119.23076923076923,-0.003656740369178405,-1.9594440647072227,,-0.195,6381,10770,-4426,-6358.12162,1025,7575,-4389,1309,1549,-316,-229,187
